Vehicle_ID,Margin,Time,X,Y,Z
L2,3.0,4.4,23.0,45.0,9.0
L2,3.0,4.6,24.0,45.0,9.0
L2,3.0,4.8,26.0,45.0,9.0
L2,3.0,5.0,27.0,45.0,9.0
L2,3.0,5.2,29.0,45.0,9.0
L2,3.0,5.4,30.0,45.0,9.0
L2,3.0,5.6,32.0,45.0,9.0
L2,3.0,5.8,33.0,45.0,9.0
L2,3.0,6.0,34.45,45.11,8.89
L2,3.0,6.2,33.36,47.46,8.64
L2,3.0,6.4,32.49,49.94,8.35
L2,3.0,6.6,31.95,52.51,8.09
L2,3.0,6.8,31.77,55.01,7.93
L2,3.0,7.0,31.86,57.23,7.94
L2,3.0,7.2,31.99,59.22,8.06
L2,3.0,7.4,32.11,61.21,8.17
L2,3.0,7.6,32.24,63.2,8.29
L2,3.0,7.8,32.37,65.2,8.41
L2,3.0,8.0,32.5,67.19,8.53
L2,3.0,8.2,32.63,69.18,8.65
L2,3.0,8.4,32.75,71.17,8.77
L2,3.0,8.6,32.88,73.17,8.89
L2,3.0,8.8,33.0,75.0,9.0
L2,3.0,9.0,35.0,75.0,9.0
L2,3.0,9.2,36.0,75.0,9.0
L2,3.0,9.4,37.41,73.59,9.0
L2,3.0,9.6,38.83,72.17,9.0
L2,3.0,9.8,40.83,72.06,9.0
L2,3.0,10.0,42.0,72.0,9.0
L2,3.0,10.2,44.0,72.0,9.0
L2,3.0,10.4,45.0,72.0,9.0
L2,3.0,10.6,47.0,72.0,9.0
L2,3.0,10.8,48.0,72.0,9.0
L2,3.0,11.0,50.0,72.0,9.0
L2,3.0,11.2,51.0,72.0,9.0
L2,3.0,11.4,53.0,72.0,9.0
L2,3.0,11.6,54.0,72.0,9.0
L2,3.0,11.8,56.0,72.0,9.0
L2,3.0,12.0,57.0,71.85,9.0
L2,3.0,12.2,56.93,69.85,9.0
L2,3.0,12.4,56.87,67.85,9.0
L2,3.0,12.6,57.78,66.74,9.0
L2,3.0,12.8,58.73,65.34,9.0
L2,3.0,13.0,58.71,63.33,9.0
L2,3.0,13.2,58.45,61.34,9.0
L2,3.0,13.4,58.2,59.36,9.0
L2,3.0,13.6,58.21,57.62,9.0
L2,3.0,13.8,59.13,56.49,9.0
L2,3.0,14.0,59.93,55.17,9.0
L2,3.0,14.2,60.58,53.68,9.0
L2,3.0,14.4,61.01,52.03,9.0
L2,3.0,14.6,61.2,50.27,9.0
L2,3.0,14.8,61.09,48.44,9.0
L2,3.0,15.0,60.68,46.61,9.0
L2,3.0,15.2,59.94,44.85,9.0
L2,3.0,15.4,58.92,43.23,9.0
L2,3.0,15.6,57.66,41.83,9.0
L2,3.0,15.8,56.72,41.04,9.0
L2,3.0,16.0,56.72,41.04,9.0
L2,3.0,16.2,58.64,41.6,9.0
L2,3.0,16.4,60.0,42.0,9.0
L2,3.0,16.6,62.0,42.0,9.0
L2,3.0,16.8,63.0,42.0,9.0
L2,3.0,17.0,65.0,42.0,9.0
L2,3.0,17.2,66.0,42.0,9.0
L2,3.0,17.4,68.0,42.0,9.0
L2,3.0,17.6,69.0,42.0,9.0
L2,3.0,17.8,71.0,42.0,9.0
L2,3.0,18.0,72.0,42.0,9.0
L2,3.0,18.2,74.0,42.0,9.0
L2,3.0,18.4,75.0,42.0,9.0
L2,3.0,18.6,77.0,42.0,9.0
L2,3.0,18.8,78.0,42.0,9.0
L2,3.0,19.0,80.0,42.0,9.0
L2,3.0,19.2,81.0,42.0,9.0
L2,3.0,19.4,82.15,40.85,10.15
L2,3.0,19.6,83.31,39.69,11.31
L2,3.0,19.8,84.0,39.0,12.0
L2,3.0,20.0,86.0,39.0,12.0
L2,3.0,20.2,87.0,39.0,12.0
L2,3.0,20.4,89.0,39.0,12.0
L2,3.0,20.6,90.0,39.0,12.0
L2,3.0,20.8,91.41,40.41,12.0
L2,3.0,21.0,92.83,41.83,12.0
L2,3.0,21.2,94.6,42.61,11.51
L2,3.0,21.4,96.37,43.4,11.01
L2,3.0,21.6,98.15,44.18,10.52
L2,3.0,21.8,99.92,44.96,10.02
L2,3.0,22.0,99.92,44.96,10.02
L2,3.0,22.2,99.92,44.96,10.02
L2,3.0,22.4,99.92,44.96,10.02
L2,3.0,22.6,99.92,44.96,10.02
L2,3.0,22.8,99.92,44.96,10.02
L2,3.0,23.0,99.92,44.96,10.02
L2,3.0,23.2,99.92,44.96,10.02
L2,3.0,23.4,99.92,44.96,10.02
L2,3.0,23.6,99.92,44.96,10.02
L2,3.0,23.8,99.92,44.96,10.02
L2,3.0,24.0,99.92,44.96,10.02
L2,3.0,24.2,99.92,44.96,10.02
L2,3.0,24.4,99.92,44.96,10.02
L2,3.0,24.6,99.92,44.96,10.02
L2,3.0,24.8,99.92,44.96,10.02
L2,3.0,25.0,99.92,44.96,10.02
L2,3.0,25.2,99.92,44.96,10.02
L2,3.0,25.4,99.92,44.96,10.02
L2,3.0,25.6,99.92,44.96,10.02
L2,3.0,25.8,99.92,44.96,10.02
L2,3.0,26.0,99.92,44.96,10.02
L2,3.0,26.2,99.92,44.96,10.02
L2,3.0,26.4,99.92,44.96,10.02
L2,3.0,26.6,99.92,44.96,10.02
L2,3.0,26.8,99.92,44.96,10.02
L2,3.0,27.0,99.92,44.96,10.02
L2,3.0,27.2,99.92,44.96,10.02
L2,3.0,27.4,99.92,44.96,10.02
L2,3.0,27.6,99.92,44.96,10.02
L2,3.0,27.8,99.92,44.96,10.02
L2,3.0,28.0,99.92,44.96,10.02
L2,3.0,28.2,99.92,44.96,10.02
L2,3.0,28.4,99.92,44.96,10.02
L2,3.0,28.6,99.92,44.96,10.02
L2,3.0,28.8,99.92,44.96,10.02
L2,3.0,29.0,99.92,44.96,10.02
L2,3.0,29.2,99.92,44.96,10.02
L2,3.0,29.4,99.92,44.96,10.02
L2,3.0,29.6,99.92,44.96,10.02
L2,3.0,29.8,99.92,44.96,10.02
L2,3.0,30.0,99.92,44.96,10.02
L2,3.0,30.2,99.92,44.96,10.02
L2,3.0,30.4,99.92,44.96,10.02
L2,3.0,30.6,99.92,44.96,10.02
L2,3.0,30.8,99.92,44.96,10.02
L2,3.0,31.0,99.92,44.96,10.02
L2,3.0,31.2,99.92,44.96,10.02
